7297914,7297914.0,14369,13
7478998,7478997.999999999,18076,17
7535490,7535490.000000001,21079,26
7707257,7707257.000000001,21019,18
7718814,7718814.0,21284,24
8234562,8234562.0,17815,17
7127025,7127025.000000001,20905,23
7297914,7297914.0,13739,13
7478998,7478998.0,17187,16
7535490,7535490.0,19357,24
7707257,7707257.0,23220,26
7718814,7718814.0,20524,24
8234562,8234562.0,19429,18
7127025,7127025.0,20260,20
7297914,7297914.0,15521,14
7478998,7478998.0,17478,17
7535490,7535490.000000001,20571,25
7707257,7707257.000000002,23125,26
7718814,7718813.999999999,21385,24
8234562,8234562.0,18512,18
7127025,7127024.999999999,21469,23
7297914,7297914.0,14790,14
7478998,7478997.999999999,18059,17
7535490,7535490.0,20435,25
7707257,7707257.000000002,22598,22
7718814,7718813.999999999,23480,25
8234562,8234562.0,18937,18
7127025,7127025.000000001,22282,24
7297914,7297914.0,15653,14
7478998,7478998.0,17475,17
7535490,7535490.0,19493,24
7707257,7707257.000000002,21124,18
7718814,7718813.999999999,18374,19
8234562,8234561.999999999,16955,17
7127025,7127025.000000001,22724,24
7297914,7297914.0,14602,14
7478998,7478998.0,17630,17
7535490,7535489.999999999,21274,26
7707257,7707257.0,21154,18
7718814,7718813.999999999,20775,24
8234562,8234562.0,19726,18
7127025,7127025.0,23089,26
7297914,7297913.999999999,15106,14
7478998,7478998.0,17388,16
7535490,7535490.0,20092,25
7707257,7707257.0,21603,18
7718814,7718813.999999999,23075,25
8234562,8234562.0,18258,17
7127025,7127025.0,21738,23
7297914,7297914.0,15093,14
7478998,7478998.0,17439,16
7535490,7535490.0,20552,25
7707257,7707257.0,23430,26
7718814,7718814.0,19403,22
8234562,8234562.000000001,17637,17
7127025,7127025.0,19463,18
7297914,7297913.999999999,14923,14
7478998,7478998.0,18082,17
7535490,7535490.0,19664,24
7707257,7707257.0,22289,21
7718814,7718813.999999999,20534,24
8234562,8234562.0,18276,17
7127025,7127025.000000001,23092,26
7297914,7297914.0,15824,14
7478998,7478998.0,18088,17
7535490,7535489.999999998,19061,24
7707257,7707257.000000001,21272,18
7718814,7718814.0,19766,23
8234562,8234562.0,17296,17
7127025,7127025.0,23634,26
